央视频道,#genre#
海南卫视,http://114.55.117.163:8081/iptv/itv.php?id=海南卫视.m3u8&sign=1thrd3
河北卫视,http://114.55.117.163:8081/iptv/itv.php?id=河北卫视.m3u8&sign=1thrd3
河南卫视,http://114.55.117.163:8081/iptv/itv.php?id=河南卫视.m3u8&sign=1thrd3
黑龙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=黑龙江卫视.m3u8&sign=1thrd3
黑龙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=黑龙江卫视50FPS.m3u8&sign=1thrd3
黑龙江卫视,http://114.55.117.163:8081/iptv/itv.php?id=黑龙江卫视HEVC.m3u8&sign=1thrd3
湖北卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖北卫视.m3u8&sign=1thrd3
湖北卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖北卫视50FPS.m3u8&sign=1thrd3
湖北卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖北卫视HEVC.m3u8&sign=1thrd3
湖南卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖南卫视.m3u8&sign=1thrd3
湖南卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖南卫视50FPS.m3u8&sign=1thrd3
湖南卫视,http://114.55.117.163:8081/iptv/itv.php?id=湖南卫视HEVC.m3u8&sign=1thrd3
吉林卫视,http://114.55.117.163:8081/iptv/itv.php?id=吉林卫视.m3u8&sign=1thrd3
江苏卫视,http://114.55.117.163:8081/iptv/itv.php?id=江苏卫视50FPS.m3u8&sign=1thrd3
江苏卫视,http://114.55.117.163:8081/iptv/itv.php?id=江苏卫视.m3u8&sign=1thrd3
江苏卫视,http://114.55.117.163:8081/iptv/itv.php?id=江苏卫视HEVC.m3u8&sign=1thrd3
江西卫视,http://114.55.117.163:8081/iptv/itv.php?id=江西卫视.m3u8&sign=1thrd3
江西卫视,http://114.55.117.163:8081/iptv/itv.php?id=江西卫视HEVC.m3u8&sign=1thrd3
辽宁卫视,http://114.55.117.163:8081/iptv/itv.php?id=辽宁卫视.m3u8&sign=1thrd3
辽宁卫视,http://114.55.117.163:8081/iptv/itv.php?id=辽宁卫视HEVC.m3u8&sign=1thrd3
青海卫视,http://114.55.117.163:8081/iptv/itv.php?id=青海卫视.m3u8&sign=1thrd3
山东卫视,http://114.55.117.163:8081/iptv/itv.php?id=山东卫视.m3u8&sign=1thrd3
山东卫视,http://114.55.117.163:8081/iptv/itv.php?id=山东卫视50FPS.m3u8&sign=1thrd3
山东卫视,http://114.55.117.163:8081/iptv/itv.php?id=山东卫视HEVC.m3u8&sign=1thrd3
东方卫视,http://114.55.117.163:8081/iptv/itv.php?id=上海东方卫视.m3u8&sign=1thrd3
东方卫视,http://114.55.117.163:8081/iptv/itv.php?id=上海东方卫视50FPS.m3u8&sign=1thrd3
东方卫视,http://114.55.117.163:8081/iptv/itv.php?id=上海东方卫视HEVC.m3u8&sign=1thrd3
深圳卫视,http://114.55.117.163:8081/iptv/itv.php?id=深圳卫视.m3u8&sign=1thrd3
